Scenario,total_population,supply_rate,supply_total,sub_population,region_population,Allocation,utility_slope,Achieved Utility,Total Utility,Max Utility,Gini Value,Epsilon
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[270000.0, 90000.0]","[[3 3]
 [3 3]]","[810000.0, 270000.0]",1080000.0,[1200000. 1200000.],0.25,0.25
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[280800.0, 79200.0]","[[3 3]
 [3 3]]","[842400.0, 237600.0]",1080000.0,[1200000. 1200000.],0.28,0.28
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[288000.0, 72000.0]","[[3 3]
 [3 3]]","[864000.0, 216000.0]",1080000.0,[1200000. 1200000.],0.3,0.3
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[295200.0, 64800.0]","[[3 3]
 [3 3]]","[885600.0, 194400.0]",1080000.0,[1200000. 1200000.],0.32,0.32
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[306000.0, 54000.0]","[[3 3]
 [3 3]]","[918000.0, 162000.0]",1080000.0,[1200000. 1200000.],0.35,0.35
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[316800.0, 43200.0]","[[3 3]
 [3 3]]","[950400.0, 129600.0]",1080000.0,[1200000. 1200000.],0.38,0.38
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[324000.0, 36000.0]","[[3 3]
 [3 3]]","[972000.0, 108000.0]",1080000.0,[1200000. 1200000.],0.4,0.4
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[334800.0, 25200.0]","[[3 3]
 [3 3]]","[1004400.0, 75600.0]",1080000.0,[1200000. 1200000.],0.43,0.43
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[342000.0, 18000.0]","[[3 3]
 [3 3]]","[1026000.0, 54000.0]",1080000.0,[1200000. 1200000.],0.45,0.45
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[352800.0, 7200.0]","[[3 3]
 [3 3]]","[1058400.0, 21600.0]",1080000.0,[1200000. 1200000.],0.48,0.48
Fair,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[360000.0, 0.0]","[[3 3]
 [3 3]]","[1080000.0, 0.0]",1080000.0,[1200000. 1200000.],0.5,0.5
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[208000.0, 192000.0]","[[3 3]
 [3 3]]","[624000.0, 576000.0]",1200000.0,[1200000. 1200000.],0.02,0.02
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[220000.0, 180000.0]","[[3 3]
 [3 3]]","[660000.0, 540000.0]",1200000.0,[1200000. 1200000.],0.05,0.05
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[232000.0, 168000.0]","[[3 3]
 [3 3]]","[696000.0, 504000.0]",1200000.0,[1200000. 1200000.],0.08,0.08
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[240000.0, 160000.0]","[[3 3]
 [3 3]]","[720000.0, 480000.0]",1200000.0,[1200000. 1200000.],0.1,0.1
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[248000.0, 152000.0]","[[3 3]
 [3 3]]","[744000.0, 456000.0]",1200000.0,[1200000. 1200000.],0.12,0.12
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[260000.0, 140000.0]","[[3 3]
 [3 3]]","[780000.0, 420000.0]",1200000.0,[1200000. 1200000.],0.15,0.15
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[272000.0, 128000.0]","[[3 3]
 [3 3]]","[816000.0, 384000.0]",1200000.0,[1200000. 1200000.],0.18,0.18
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[280000.0, 120000.0]","[[3 3]
 [3 3]]","[840000.0, 360000.0]",1200000.0,[1200000. 1200000.],0.2,0.2
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[288000.0, 112000.0]","[[3 3]
 [3 3]]","[864000.0, 336000.0]",1200000.0,[1200000. 1200000.],0.22,0.22
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[300000.0, 100000.0]","[[3 3]
 [3 3]]","[900000.0, 300000.0]",1200000.0,[1200000. 1200000.],0.25,0.25
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[312000.0, 88000.0]","[[3 3]
 [3 3]]","[936000.0, 264000.0]",1200000.0,[1200000. 1200000.],0.28,0.28
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[320000.0, 80000.0]","[[3 3]
 [3 3]]","[960000.0, 240000.0]",1200000.0,[1200000. 1200000.],0.3,0.3
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[328000.0, 72000.0]","[[3 3]
 [3 3]]","[984000.0, 216000.0]",1200000.0,[1200000. 1200000.],0.32,0.32
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[340000.0, 60000.0]","[[3 3]
 [3 3]]","[1020000.0, 180000.0]",1200000.0,[1200000. 1200000.],0.35,0.35
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[352000.0, 48000.0]","[[3 3]
 [3 3]]","[1056000.0, 144000.0]",1200000.0,[1200000. 1200000.],0.38,0.38
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[360000.0, 40000.0]","[[3 3]
 [3 3]]","[1080000.0, 120000.0]",1200000.0,[1200000. 1200000.],0.4,0.4
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[372000.0, 28000.0]","[[3 3]
 [3 3]]","[1116000.0, 84000.0]",1200000.0,[1200000. 1200000.],0.43,0.43
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[380000.0, 20000.0]","[[3 3]
 [3 3]]","[1140000.0, 60000.0]",1200000.0,[1200000. 1200000.],0.45,0.45
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[392000.0, 8000.0]","[[3 3]
 [3 3]]","[1176000.0, 24000.0]",1200000.0,[1200000. 1200000.],0.48,0.48
Fair,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[400000.0, 0.0]","[[3 3]
 [3 3]]","[1200000.0, 0.0]",1200000.0,[1200000. 1200000.],0.5,0.5
Proportion,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,
Proportion,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[20000.0, 20000.0]","[[3 3]
 [3 3]]","[60000.0, 60000.0]",120000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[40000.0, 40000.0]","[[3 3]
 [3 3]]","[120000.0, 120000.0]",240000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[60000.0, 60000.0]","[[3 3]
 [3 3]]","[180000.0, 180000.0]",360000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.2,160000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[80000.0, 80000.0]","[[3 3]
 [3 3]]","[240000.0, 240000.0]",480000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.25,200000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[100000.0, 100000.0]","[[3 3]
 [3 3]]","[300000.0, 300000.0]",600000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.3,240000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[120000.0, 120000.0]","[[3 3]
 [3 3]]","[360000.0, 360000.0]",720000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.35,280000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[140000.0, 140000.0]","[[3 3]
 [3 3]]","[420000.0, 420000.0]",840000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.4,320000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[160000.0, 160000.0]","[[3 3]
 [3 3]]","[480000.0, 480000.0]",960000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[180000.0, 180000.0]","[[3 3]
 [3 3]]","[540000.0, 540000.0]",1080000.0,[1200000. 1200000.],0.0,
Proportion,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[200000.0, 200000.0]","[[3 3]
 [3 3]]","[600000.0, 600000.0]",1200000.0,[1200000. 1200000.],0.0,
Utility,800000.0,0.0,0.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[0.0, 0.0]","[[3 3]
 [3 3]]","[0.0, 0.0]",0.0,[1200000. 1200000.],,
Utility,800000.0,0.05,40000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[40000.0, 0.0]","[[3 3]
 [3 3]]","[120000.0, 0.0]",120000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.1,80000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[80000.0, 0.0]","[[3 3]
 [3 3]]","[240000.0, 0.0]",240000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.15,120000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[120000.0, 0.0]","[[3 3]
 [3 3]]","[360000.0, 0.0]",360000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.2,160000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[160000.0, 0.0]","[[3 3]
 [3 3]]","[480000.0, 0.0]",480000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.25,200000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[200000.0, 0.0]","[[3 3]
 [3 3]]","[600000.0, 0.0]",600000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.3,240000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[240000.0, 0.0]","[[3 3]
 [3 3]]","[720000.0, 0.0]",720000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.35,280000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[280000.0, 0.0]","[[3 3]
 [3 3]]","[840000.0, 0.0]",840000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.4,320000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[320000.0, 0.0]","[[3 3]
 [3 3]]","[960000.0, 0.0]",960000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.45,360000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[360000.0, 0.0]","[[3 3]
 [3 3]]","[1080000.0, 0.0]",1080000.0,[1200000. 1200000.],0.5,
Utility,800000.0,0.5,400000.0,"[[200000. 200000.]
 [200000. 200000.]]",[400000. 400000.],"[400000.0, 0.0]","[[3 3]
 [3 3]]","[1200000.0, 0.0]",1200000.0,[1200000. 1200000.],0.5,
